post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
TCuzzFC9rP,"I was disappointed with my visit; several items I wanted were expired or damaged on the shelves, which is concerning.","disappointed visit several item wanted expired damaged shelves, concerning.",20,9,en,negative,-0.7184,negative,-0.375,negative,324
TCuzzFC9rP,"What a frustrating experience! The staff was not helpful at all, and I left the store feeling unsatisfied.","frustrating experience! staff helpful all, left store feeling unsatisfied.",18,9,en,negative,-0.7733,negative,-0.25,negative,325
TCuzzFC9rP,This place is just average. It has what I need but lacks a variety of products to make it more appealing.,place average. need lack variety product make appealing.,21,8,en,neutral,0.0,positive,0.2833333333333333,positive,326
TCuzzFC9rP,"I can’t recommend this supermarket enough! The staff is friendly, and I always find fresh, quality products.","cant recommend supermarket enough! staff friendly, always find fresh, quality products.",17,11,en,positive,0.807,positive,0.225,positive,327
TCuzzFC9rP,"I faced a small issue with an item I purchased, but the team handled it quickly and professionally.","faced small issue item purchased, team handled quickly professionally.",18,9,en,neutral,0.0,neutral,0.06111111111111111,neutral,328
TCuzzFC9rP,"Just a basic supermarket experience. It’s functional, but I don’t feel excited about returning anytime soon.","basic supermarket experience. functional, dont feel excited returning anytime soon.",16,10,en,positive,0.4767,positive,0.1875,positive,329
sUOq35Ocug,"This is my go-to supermarket! I love the fresh produce, and the staff is always so helpful and friendly.","goto supermarket! love fresh produce, staff always helpful friendly.",19,9,en,positive,0.9309,positive,0.39166666666666666,positive,330
sUOq35Ocug,"While I appreciate the discounts, I wish they would restock popular items more frequently. Still a great place to shop!","appreciate discounts, wish would restock popular item frequently. still great place shop!",20,12,en,positive,0.9117,positive,0.55,positive,331
sUOq35Ocug,"It’s an average store; it meets my needs, but I’d like to see a wider variety of organic products available.","average store meet needs, like see wider variety organic product available.",20,11,en,positive,0.5023,positive,0.125,positive,332
sUOq35Ocug,"The shopping experience was not pleasant today. The store was overcrowded, and it made navigating the aisles quite challenging.","shopping experience pleasant today. store overcrowded, made navigating aisle quite challenging.",19,11,en,negative,-0.2045,neutral,0.06666666666666668,negative,333
sUOq35Ocug,"I was very disappointed with my last visit. The store was messy, and many items I wanted were out of stock.","disappointed last visit. store messy, many item wanted stock.",21,9,en,negative,-0.7089,negative,-0.16875,negative,334
sUOq35Ocug,"I had a terrible experience today! The staff was unhelpful, and the checkout was chaotic. I won’t be returning soon.","terrible experience today! staff unhelpful, checkout chaotic. wont returning soon.",20,10,en,negative,-0.7644,negative,-1.0,negative,335
sUOq35Ocug,"This supermarket is okay for quick grocery trips. It has the basics, but I wouldn’t recommend it for gourmet shopping.","supermarket okay quick grocery trips. basics, wouldnt recommend gourmet shopping.",20,10,en,positive,0.5719,positive,0.41666666666666663,positive,336
sUOq35Ocug,"I love how organized this store is! The layout makes it easy to find what I need quickly, which I appreciate.","love organized store is! layout make easy find need quickly, appreciate.",21,11,en,positive,0.8777,positive,0.46388888888888885,positive,337
sUOq35Ocug,"I had a minor issue with a product, but the staff was very accommodating and helped me resolve it right away.","minor issue product, staff accommodating helped resolve right away.",21,9,en,positive,0.5267,positive,0.14523809523809525,positive,338
sUOq35Ocug,Just an average grocery store; it serves its purpose but doesn’t stand out in any significant way.,average grocery store serf purpose doesnt stand significant way.,17,9,en,positive,0.296,positive,0.1125,positive,339
vryP1zfUnt,I’m blown away by the quality at this supermarket! The selection of fresh fruits and vegetables is always impressive.,blown away quality supermarket! selection fresh fruit vegetable always impressive.,19,10,en,positive,0.7088,positive,0.65,positive,340
vryP1zfUnt,"The prices are okay, but I’ve found that some products I regularly buy are often out of stock. Still a decent place to shop.","price okay, ive found product regularly buy often stock. still decent place shop.",24,13,en,positive,0.1154,positive,0.2222222222222222,positive,341
vryP1zfUnt,"It’s a standard supermarket; it does its job, but I wish it had more unique items available on the shelves.","standard supermarket job, wish unique item available shelves.",20,8,en,positive,0.5499,positive,0.31875,positive,342
vryP1zfUnt,"My shopping experience today was not ideal. I encountered long lines, which made my trip feel much longer than necessary.","shopping experience today ideal. encountered long lines, made trip feel much longer necessary.",20,13,en,negative,-0.4168,neutral,-0.075,negative,343
vryP1zfUnt,"I was disappointed with my visit; the store was poorly stocked, and I struggled to find what I was looking for.","disappointed visit store poorly stocked, struggled find looking for.",21,9,en,negative,-0.6705,negative,-0.575,negative,344
vryP1zfUnt,"Very unhappy with my experience today! The staff didn’t seem to care about helping customers, which was quite frustrating.","unhappy experience today! staff didnt seem care helping customers, quite frustrating.",19,11,en,negative,-0.291,negative,-0.6875,negative,345
vryP1zfUnt,"This store is just average; it has the essentials, but I wouldn’t choose it for anything beyond basic grocery needs.","store average essentials, wouldnt choose anything beyond basic grocery needs.",20,10,en,neutral,0.0,neutral,-0.075,neutral,346
vryP1zfUnt,I always find great sales here! The quality and variety keep me coming back for all my grocery shopping.,always find great sale here! quality variety keep coming back grocery shopping.,19,12,en,positive,0.6588,positive,0.5,positive,347
vryP1zfUnt,"I had a small issue with a checkout coupon, but the staff was quick to help and resolved it efficiently.","small issue checkout coupon, staff quick help resolved efficiently.",20,9,en,positive,0.8462,neutral,0.04166666666666666,positive,348
vryP1zfUnt,"Just a typical grocery store experience. It serves its purpose, but I don’t feel compelled to return often.","typical grocery store experience. serf purpose, dont feel compelled return often.",18,11,en,positive,0.0772,negative,-0.16666666666666666,negative,349
jgPHtdGQB4,"What a fantastic supermarket! They have an incredible selection of fresh produce, and the staff is so welcoming and helpful.","fantastic supermarket! incredible selection fresh produce, staff welcoming helpful.",20,9,en,positive,0.9226,positive,0.5666666666666667,positive,350
jgPHtdGQB4,"I appreciate the sales, but I wish they offered more gluten-free options. Still, it’s a solid store for groceries.","appreciate sales, wish offered glutenfree options. still, solid store groceries.",19,10,en,positive,0.743,positive,0.25,positive,351
jgPHtdGQB4,"It’s an okay store; it meets my needs, but I would like to see more specialty items on the shelves.","okay store meet needs, would like see specialty item shelves.",20,10,en,positive,0.5719,positive,0.5,positive,352
jgPHtdGQB4,"Today was hectic! The store was overcrowded, making it difficult to shop efficiently and find what I needed.","today hectic! store overcrowded, making difficult shop efficiently find needed.",18,10,en,positive,0.126,negative,-0.5,negative,353
jgPHtdGQB4,"I had a disappointing visit today; the store was messy, and many items I wanted were not in stock.","disappointing visit today store messy, many item wanted stock.",19,9,en,negative,-0.6908,negative,-0.10000000000000002,negative,354
jgPHtdGQB4,"Terrible service! The staff was unfriendly, and I left without finding what I needed. Very frustrating experience!","terrible service! staff unfriendly, left without finding needed. frustrating experience!",17,10,en,negative,-0.8547,negative,-0.5499999999999999,negative,355
jgPHtdGQB4,It’s just a basic supermarket that does its job. It’s not exceptional but meets my grocery needs.,basic supermarket job. exceptional meet grocery needs.,17,7,en,neutral,0.0,negative,-0.16666666666666666,negative,356
jgPHtdGQB4,I love shopping here! The fresh produce and friendly staff make for a delightful shopping experience every time.,love shopping here! fresh produce friendly staff make delightful shopping experience every time.,18,13,en,positive,0.9299,positive,0.575,positive,357
jgPHtdGQB4,"I faced a small issue with a product, but the staff was quick to assist and resolve it promptly.","faced small issue product, staff quick assist resolve promptly.",19,9,en,positive,0.5267,neutral,0.04166666666666666,positive,358
